t,a,v,soc,kw
44660,111.1,396.0,83.47,43.98
44661,111.1,396.0,83.48,43.98
44662,111.2,396.0,83.51,44.03
44663,111.1,396.0,83.52,44.0
44664,111.1,396.0,83.54,43.98
44665,111.1,396.0,83.55,44.01
44666,111.2,396.0,83.57,44.03
44667,111.2,396.0,83.59,44.03
44668,111.2,396.0,83.6,44.03
44669,111.1,396.0,83.61,44.0
44670,111.2,396.0,83.63,44.03
44671,111.2,396.0,83.66,44.03
44672,111.2,396.0,83.67,44.03
44673,111.2,396.0,83.69,44.03
44674,111.2,396.0,83.7,44.02
44675,111.1,396.0,83.72,43.98
44676,111.1,396.0,83.73,43.98
44677,111.1,396.0,83.75,43.98
44678,111.1,396.0,83.77,43.98
44679,111.1,396.0,83.8,44.01
44680,111.0,396.0,83.82,43.95
44681,111.1,396.0,83.83,43.98
44682,111.1,396.0,83.85,43.98
44683,111.1,396.0,83.86,43.98
44684,111.1,396.0,83.88,43.98
44685,111.1,396.0,83.89,44.01
44686,111.1,396.0,83.91,43.98
44687,111.1,396.0,83.93,43.98
44688,111.1,396.0,83.95,43.98
44689,74.0,395.2,83.97,29.24
44690,73.2,395.0,83.97,28.93
44691,73.2,394.1,83.99,28.85
44692,73.2,394.7,84.0,28.89
44693,73.2,394.3,84.01,28.86
44694,73.2,394.3,84.02,28.86
44695,73.2,394.0,84.03,28.84
44696,73.2,394.0,84.04,28.84
44697,73.2,394.0,84.05,28.84
44698,73.2,394.0,84.06,28.84
44699,73.1,394.0,84.07,28.8
44700,73.1,394.0,84.07,28.79
